(title "Y Velocity")
(labels "Position" "Y Velocity")

((xy/key/label "line-y1")
-0.1016	0.0294814
-0.09785	0.0524935
-0.09385	0.0675945
-0.09385	0.0675945
-0.08985	0.0735681
-0.08585	0.0773977
-0.08185	0.0752527
-0.07785	0.0723624
-0.07585	0.0701297
-0.07385	0.0652601
-0.07185	0.0663997
-0.07085	0.0646977
-0.06985	0.062615
-0.06885	0.0608666
-0.06785	0.0595676
-0.06685	0.0587678
-0.06585	0.0570817
-0.06485	0.0542114
-0.06385	0.0534658
-0.06285	0.0551173
-0.06185	0.052325
-0.06085	0.0414456
-0.05985	0.027787
-0.05885	0.0193024
-0.05785	0.0177003
-0.05685	0.0190756
-0.05585	0.0214287
-0.05485	0.0215009
-0.05385	0.0184884
-0.05285	0.0173464
-0.05185	0.0181662
-0.05085	0.0160922
-0.05085	0.0160922
-0.04985	0.00736313
-0.04885	-0.0043025
-0.04785	-0.0155558
-0.04685	-0.0323202
-0.04585	-0.0702569
-0.04485	-0.136392
-0.04385	-0.336114
-0.04285	-0.569392
-0.04185	-0.678462
-0.04085	-0.735833
-0.03985	-0.769493
-0.03885	-0.7892
-0.03785	-0.798592
-0.03685	-0.798932
-0.03585	-0.788473
-0.03485	-0.764336
-0.03385	-0.721777
-0.03385	-0.721777
-0.03285	-0.616174
-0.03185	-0.371648
-0.03085	-0.17135
-0.02985	-0.115248
-0.02885	-0.0857701
-0.02785	-0.0688627
-0.02685	-0.0628097
-0.02585	-0.0718537
-0.02485	-0.0801207
-0.02485	-0.0801207
-0.02385	-0.0735293
-0.02285	-0.0456652
-0.02285	-0.0456652
-0.02185	-0.01958
-0.02085	-0.0337808
-0.01985	-0.151917
-0.01885	-0.386141
-0.01785	-0.605029
-0.01685	-0.715575
-0.01585	-0.761039
-0.01485	-0.786866
-0.01385	-0.800451
-0.01285	-0.804572
-0.01185	-0.800461
-0.01085	-0.787881
-0.00985	-0.765157
-0.00885	-0.727912
-0.00785	-0.667808
-0.00785	-0.667807
-0.00685	-0.531741
-0.00585	-0.30002
-0.00485	-0.111598
-0.00385	-0.0430321
-0.00285	-0.0421771
-0.00185	-0.0533618
-0.00085	-0.041369
0.00015	-0.0311511
0.00115	-0.0420902
0.00215	-0.0602845
0.00315	-0.0685264
0.00415	-0.0636293
0.00515	-0.104612
0.00615	-0.237547
0.00715	-0.461301
0.00815	-0.649526
0.00915	-0.728763
0.01015	-0.771929
0.01115	-0.796398
0.01215	-0.809014
0.01315	-0.812427
0.01415	-0.806942
0.01515	-0.790934
0.01615	-0.760792
0.01715	-0.710517
0.01815	-0.573311
0.01915	-0.363
0.02015	-0.215842
0.02115	-0.098659
0.02215	-0.0140024
0.02315	-0.0198683
0.02415	-0.0466457
0.02515	-0.0775171
0.02615	-0.115201
0.02715	-0.132417
0.02715	-0.132417
0.02815	-0.139358
0.02915	-0.141549
0.03015	-0.149844
0.03015	-0.149844
0.03115	-0.298329
0.03215	-0.556379
0.03315	-0.711219
0.03415	-0.761121
0.03515	-0.788678
0.03615	-0.803506
